景点名称,景点地址,设施名称,设施类型,设施地址,距离（米）
中山公园,中华路4号(天安门西侧),普度寺八间房,酒店,普度寺西巷5号,913
中山公园,中华路4号(天安门西侧),皇城小筑,酒店,普渡寺前巷与普渡寺东巷交叉口西60米,845
中山公园,中华路4号(天安门西侧),NanchiziStreet,酒店,南池子大街与东华门大街交叉口南20米,870
中山公园,中华路4号(天安门西侧),普渡寺西巷6号,酒店,普渡寺西巷6号,921
中山公园,中华路4号(天安门西侧),旅客之家(前红井胡同),酒店,前红井胡同4号,976
中山公园,中华路4号(天安门西侧),温馨家园,酒店,红井胡同与羊毛胡同交叉口东60米,986
中山公园,中华路4号(天安门西侧),人民大会堂宾馆·宴会厅,酒店,西交民巷与广场西侧路交叉口西180米,958
中山公园,中华路4号(天安门西侧),小院儿民宿,酒店,南河沿大街磁器库胡同磁器库南巷9号院,976
中山公园,中华路4号(天安门西侧),来今雨轩茶社,饭店,社稷坛中山公园东侧路南段,180
中山公园,中华路4号(天安门西侧),故宫快餐,饭店,南长街护照签售处旁,198
中山公园,中华路4号(天安门西侧),后河快餐店,饭店,南长街与织女桥东河沿交叉口东北280米,240
中山公园,中华路4号(天安门西侧),程府宴(南长街店),饭店,南长街38号院,303
中山公园,中华路4号(天安门西侧),稻香村,饭店,南长街与织女桥东河沿交叉口北220米,316
中山公园,中华路4号(天安门西侧),老北京炸酱面(南长街店),饭店,南长街甲30号,322
中山公园,中华路4号(天安门西侧),东雁翅楼,饭店,南池子大街与普渡寺西巷交叉口西440米,433
中山公园,中华路4号(天安门西侧),泽园酒家,饭店,南长街20号(近中山公园西门),444
中山公园,中华路4号(天安门西侧),人民大会堂宴会厅,饭店,西长安街天安门广场西侧(天安门西地铁站C西南口步行260米),639
中山公园,中华路4号(天安门西侧),京味家常菜(南池子大街店),饭店,南池子大街85号(天安门东地铁站B东北口步行390米),739
中山公园,中华路4号(天安门西侧),老北京煎饼果子(南池子大街店),饭店,南池子大街85号(天安门东地铁站B东北口步行390米),739
中山公园,中华路4号(天安门西侧),德景盛,饭店,南池子大街87号(天安门东地铁站B东北口步行380米),742
中山公园,中华路4号(天安门西侧),隆德堂青瓷艺术茶馆(故宫店),饭店,南池子大街63号,750
中山公园,中华路4号(天安门西侧),北京三禾稻香村(南池子店),饭店,南池子大街63号,752
中山公园,中华路4号(天安门西侧),庆丰包子铺,饭店,南池子大街东华门街道63号,754
中山公园,中华路4号(天安门西侧),老北京炸酱面(芳华便利店店),饭店,南池子大街120号,756
中山公园,中华路4号(天安门西侧),96号私房菜,饭店,南池子大街与北湾子胡同交叉口东北20米,758
中山公园,中华路4号(天安门西侧),故宫冰窖餐厅,饭店,故宫博物院内,760
中山公园,中华路4号(天安门西侧),国家大剧院西餐厅,饭店,西长安街2号国家大剧院4层,771
中山公园,中华路4号(天安门西侧),秋实茶座,饭店,南池子大街49号(对面),792
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),人民大会堂宾馆,酒店,西交民巷甲19号,601
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),汉庭酒店(北京天安门店),酒店,南池子大街102号(近天安门广场、故宫),725
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),北京香江意舍(天安门王府井店),酒店,南河沿大街南湾子胡同1号,794
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),观旗宾馆(北京天安门广场店),酒店,前门西大街正阳市场1号楼(距离前门地铁站100米),835
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),北京贵宾楼饭店,酒店,东长安街35号,854
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),北京瑞安宾馆,酒店,正义路7号,815
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),前门观旗宾馆(北京前门地铁站店),酒店,前门东大街18号(前门地铁站E2北口步行250米),861
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),国帅宾馆,酒店,前门西大街正阳市场2号楼(前门地铁站C西南口步行460米),855
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),宜尚酒店(北京天安门广场前门地铁站店),酒店,前门大街甲2号(前门地铁站E2北口旁),850
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),最高人民法院招待所,酒店,东交民巷胡同27号旁门,674
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),北京天安门逸扉酒店,酒店,南河沿大街华龙街天安大厦A座,882
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),升旗宾馆(北京天安门广场前门地铁站店),酒店,前门大街甲2号(地铁2号线B口出即到),863
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),速8精选酒店(北京天安门前门西河沿店),酒店,前门西河沿街67号(前门地铁站C西南口步行400米),918
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),皓阳宾馆(北京前门天安门广场店),酒店,前门西大街正阳市场4号楼,909
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),朗丽兹酒店(北京天安门广场前门地铁站店),酒店,西河沿街39号(前门地铁站C西南口步行300米),907
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),人民大会堂宾馆·宴会厅,酒店,西交民巷与广场西侧路交叉口西180米,616
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),紫金宫饭店,酒店,南河沿大街86号(王府井地铁站E3东北口步行450米),890
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),皓阳晚安酒店,酒店,前门西大街正阳市场4号楼北京市皓阳宾馆一层3号,908
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),如家商旅酒店(北京前门地铁站北京坊店),酒店,前门西河沿街114号(前门地铁站C西南口步行380米),960
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),M·酒店(北京天安门广场前门地铁站店),酒店,前门大街2号B1-1层108A、2-3层,963
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),来今雨轩茶社,饭店,社稷坛中山公园东侧路南段,367
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),人民大会堂宴会厅,饭店,西长安街天安门广场西侧(天安门西地铁站C西南口步行260米),393
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),故宫快餐,饭店,南长街护照签售处旁,423
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),德景盛,饭店,南池子大街87号(天安门东地铁站B东北口步行380米),620
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),京味家常菜(南池子大街店),饭店,南池子大街85号(天安门东地铁站B东北口步行390米),623
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),老北京煎饼果子(南池子大街店),饭店,南池子大街85号(天安门东地铁站B东北口步行390米),626
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),96号私房菜,饭店,南池子大街与北湾子胡同交叉口东北20米,649
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),庆丰包子铺(广场东侧路店),饭店,东交民巷44号(前门地铁站A东北口步行360米),655
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),老北京炸酱面(芳华便利店店),饭店,南池子大街120号,666
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),耀·Glory House,饭店,前门东大街23号院F楼,669
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),潮府林苑·潮州菜(故宫店),饭店,北库司胡同1号(天安门东地铁站B东北口步行340米),675
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),J-tea魔杰的茶(北京前门店),饭店,前门东大街23号院F座1层(地铁2号线前门站400米),681
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),ΡATΕKΡHILIPPΕ(源邸店),饭店,古城西路113号5层546,703
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),温鼎府·海鲜火锅(前门23号院店),饭店,前门东大街前门23号院内(正阳门东10米),707
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),国家大剧院西餐厅,饭店,西长安街2号国家大剧院4层,709
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),知竹馆,饭店,前门东大街23号H栋(前门地铁站A东北口步行420米),721
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),后河快餐店,饭店,南长街与织女桥东河沿交叉口东北280米,735
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),东雁翅楼,饭店,南池子大街与普渡寺西巷交叉口西440米,736
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),隆德堂青瓷艺术茶馆(故宫店),饭店,南池子大街63号,742
天安门广场-国旗,北京市东华门街道景山前街4号天安门广场内(北侧),小酒馆,饭店,北湾子胡同与南湾子胡同交叉口西北40米,742
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),汉庭酒店(北京天安门店),酒店,南池子大街102号(近天安门广场、故宫),577
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京太平轩,酒店,南池子大街与普渡寺西巷交叉口南60米,489
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),翠明庄宾馆,酒店,南河沿大街1号,779
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京南池子老墙客栈管理有限责任公司,酒店,南池子大街96号,541
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京香江意舍(天安门王府井店),酒店,南河沿大街南湾子胡同1号,833
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),普度寺八间房,酒店,普度寺西巷5号,577
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),NanchiziStreet,酒店,南池子大街与东华门大街交叉口南20米,511
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),木棉花酒店,酒店,东华门大街16号华京大厦1层,731
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京东华庭院四合院,酒店,北池子大街50号,744
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),友方宾馆(北京天安门王府井店),酒店,南河沿大街5号(金鱼胡同地铁站C西南口步行390米),785
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京京古四合院,酒店,北池子大街三条6号,696
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),普渡寺西巷6号,酒店,普渡寺西巷6号,576
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京京韵四合院(北池子大街分店),酒店,北池子大街50号,742
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京云景明谊酒店(王府井店),酒店,东华门街道北河沿大街161号,819
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),全季酒店(北京王府井店),酒店,王府井西街9号(金鱼胡同地铁站C西南口步行390米),959
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),皇城小筑,酒店,普渡寺前巷与普渡寺东巷交叉口西60米,617
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),北京天安门王府井漫心酒店,酒店,东安门大街53号(金鱼胡同地铁站C西南口步行150米),959
故宫博物院-午门,东华门街道景山前街4号故宫博物院内(南侧),南京大饭店,酒店,王府井西街5号(金鱼胡同地铁站C西南口步行240米),970
